# Simulation 4 (Up to date)
# 528 data points written for 53 variables.
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
33.781,206.856,-4.221,-0.155,4.221,0.402,-18.291,1.755e-4,18.291,179.999,2.035,0.37,45,-2.329e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.195e5,0,0.584,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.009,13.642,988.744,339.566,0.5,0.434
34.281,204.771,-4.118,0.206,4.118,0.279,-19.285,1.755e-4,19.285,179.999,1.941,0.188,45,-2.456e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.166e5,0,0.605,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.956,13.655,988.989,339.574,0.5,0.434
34.781,202.677,-4.256,-0.275,4.256,0.289,-20.267,1.755e-4,20.267,180,1.986,0.089,45,-2.581e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.205e5,0,0.576,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.98,13.669,989.234,339.582,0.5,0.434
35.281,200.598,-4.06,0.391,4.061,0.706,-21.333,1.755e-4,21.333,180,2.279,0.587,45,-2.717e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.013,1.15e5,0,0.617,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.231,13.683,989.479,339.591,0.5,0.434
35.651,199.06,-4.256,-0.529,4.256,0.665,-22.149,1.755e-4,22.149,180,2.13,0.404,45,-2.821e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.205e5,0,0.561,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.103,13.696,989.723,339.599,0.37,0.434
35.948,197.813,-4.141,0.388,4.141,0.585,-22.801,1.755e-4,22.801,180,2.26,0.438,45,-2.904e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.013,1.173e5,0,0.617,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.313,13.706,989.904,339.605,0.297,0.435
36.25,196.555,-4.188,-0.157,4.189,0.413,-23.466,1.755e-4,23.466,180,2.145,0.382,45,-2.988e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.186e5,0,0.584,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.096,13.714,990.05,339.61,0.302,0.435
36.713,194.627,-4.139,0.107,4.139,0.984,-24.355,1.755e-4,24.355,180,1.692,0.978,45,-3.102e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.173e5,0,0.602,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.732,13.722,990.197,339.615,0.463,0.435
37.213,192.536,-4.224,-0.17,4.224,0.207,-25.186,1.755e-4,25.186,180,1.633,0.118,45,-3.207e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.197e5,0,0.583,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.641,13.735,990.424,339.622,0.5,0.435
37.713,190.456,-4.098,0.251,4.099,0.686,-26.082,1.755e-4,26.082,180,1.952,0.638,45,-3.322e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.161e5,0,0.609,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.901,13.749,990.669,339.631,0.5,0.435
38.155,188.608,-4.253,-0.35,4.253,0.473,-26.914,1.755e-4,26.914,180,1.811,0.319,45,-3.428e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.205e5,0,0.572,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.814,13.762,990.913,339.639,0.442,0.435
38.603,186.741,-4.083,0.38,4.083,0.515,-27.76,1.755e-4,27.76,180,1.966,0.347,45,-3.535e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.013,1.157e5,0,0.616,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.956,13.774,991.129,339.646,0.448,0.435
39.019,185.009,-4.255,-0.415,4.255,0.563,-28.544,1.755e-4,28.544,180,1.808,0.38,45,-3.635e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.206e5,0,0.568,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.801,13.786,991.348,339.653,0.416,0.435
39.519,182.931,-4.056,0.398,4.056,0.609,-29.391,1.755e-4,29.391,180,1.578,0.461,45,-3.743e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.013,1.15e5,0,0.618,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.616,13.797,991.552,339.66,0.5,0.435
39.912,181.296,-4.266,-0.533,4.266,0.67,-30.042,1.755e-4,30.042,180,1.737,0.406,45,-3.826e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.21e5,0,0.561,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.755,13.811,991.795,339.668,0.393,0.435
40.312,179.626,-4.087,0.447,4.087,0.568,-30.765,1.755e-4,30.765,180,1.877,0.35,45,-3.918e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.013,1.159e5,0,0.62,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.883,13.822,991.987,339.675,0.4,0.436
40.786,177.644,-4.274,-0.394,4.274,0.493,-31.688,1.755e-4,31.688,180,2.017,0.295,45,-4.035e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.212e5,0,0.569,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.005,13.832,992.183,339.681,0.474,0.436
41.286,175.568,-4.03,0.488,4.03,0.574,-32.735,1.755e-4,32.735,180,2.169,0.303,45,-4.169e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.013,1.143e5,0,0.623,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.143,13.845,992.415,339.689,0.5,0.436
41.725,173.738,-4.316,-0.652,4.316,0.707,-33.712,1.755e-4,33.712,180,2.289,0.274,45,-4.293e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.225e5,0,0.554,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.289,13.859,992.659,339.697,0.439,0.436
41.988,172.625,-4.128,0.712,4.129,0.986,-34.291,1.755e-4,34.291,180,2.109,0.682,45,-4.367e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.013,1.172e5,0,0.637,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.009,13.871,992.873,339.705,0.263,0.436
42.283,171.402,-4.176,-0.164,4.178,0.875,-34.876,1.755e-4,34.876,180,1.856,0.86,45,-4.441e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.186e5,0,0.585,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.741,13.878,993.004,339.709,0.295,0.436
42.548,170.296,-4.169,0.028,4.169,0.237,-35.376,1.755e-4,35.376,180,1.918,0.236,45,-4.505e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.183e5,0,0.595,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.956,13.886,993.147,339.714,0.265,0.436
43.048,168.211,-4.172,-0.007,4.172,0.2,-36.36,1.755e-4,36.36,180,2.018,0.199,45,-4.63e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.184e5,0,0.593,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.003,13.893,993.277,339.718,0.5,0.436
43.548,166.126,-4.165,0.014,4.165,0.304,-37.331,1.755e-4,37.331,180,1.866,0.303,45,-4.754e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.183e5,0,0.594,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.889,13.907,993.522,339.726,0.5,0.436
44.048,164.041,-4.175,-0.019,4.175,0.198,-38.239,1.755e-4,38.239,180,1.768,0.197,45,-4.87e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.185e5,0,0.592,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.782,13.92,993.766,339.735,0.5,0.436
44.548,161.96,-4.149,0.051,4.15,0.71,-39.211,1.755e-4,39.211,180,2.122,0.708,45,-4.994e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.179e5,0,0.597,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.067,13.934,994.011,339.743,0.5,0.437
44.938,160.337,-4.179,-0.076,4.179,0.573,-39.995,1.755e-4,39.995,180,1.9,0.568,45,-5.093e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.187e5,0,0.589,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.879,13.947,994.255,339.751,0.39,0.437
45.363,158.562,-4.156,0.054,4.156,0.342,-40.835,1.755e-4,40.835,180,2.044,0.338,45,-5.2e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.181e5,0,0.596,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.043,13.958,994.445,339.757,0.426,0.437
45.863,156.479,-4.178,-0.045,4.178,0.511,-41.793,1.755e-4,41.793,180,1.79,0.509,45,-5.322e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.187e5,0,0.591,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.827,13.969,994.653,339.764,0.5,0.437
46.363,154.397,-4.148,0.06,4.148,0.462,-42.745,1.755e-4,42.745,180,2.018,0.458,45,-5.444e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.179e5,0,0.597,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.983,13.983,994.898,339.773,0.5,0.437
46.863,152.313,-4.187,-0.078,4.188,0.476,-43.696,1.755e-4,43.696,180,1.783,0.47,45,-5.565e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.19e5,0,0.589,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.818,13.996,995.142,339.781,0.5,0.437
47.363,150.232,-4.139,0.096,4.139,0.098,-44.589,1.755e-4,44.589,180,1.79,0.014,45,-5.678e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.177e5,0,0.599,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.789,14.01,995.386,339.789,0.5,0.437
47.863,148.147,-4.199,-0.119,4.199,0.443,-45.538,1.755e-4,45.538,180,2.004,0.426,45,-5.799e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.194e5,0,0.586,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.973,14.023,995.63,339.797,0.5,0.437
48.363,146.067,-4.121,0.156,4.121,0.239,-46.517,1.755e-4,46.517,180,1.913,0.181,45,-5.924e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.172e5,0,0.602,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.927,14.037,995.875,339.805,0.5,0.437
48.863,143.981,-4.225,-0.208,4.225,0.27,-47.452,1.755e-4,47.452,180,1.827,0.172,45,-6.043e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.202e5,0,0.58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.839,14.051,996.119,339.814,0.5,0.438
49.363,141.904,-4.083,0.283,4.083,0.285,-48.369,1.755e-4,48.369,180,1.843,0.033,45,-6.16e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.162e5,0,0.61,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.841,14.064,996.363,339.822,0.5,0.438
49.863,139.815,-4.272,-0.378,4.272,0.428,-49.266,1.755e-4,49.266,180,1.743,0.2,45,-6.274e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.215e5,0,0.57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.757,14.078,996.607,339.83,0.5,0.438
50.214,138.35,-4.079,0.552,4.079,1.039,-49.932,1.755e-4,49.932,180,2.052,0.88,45,-6.359e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.013,1.161e5,0,0.628,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.106,14.091,996.852,339.838,0.351,0.438
50.436,137.437,-4.165,-0.39,4.166,0.554,-50.377,1.755e-4,50.377,180,1.965,0.393,45,-6.415e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.186e5,0,0.57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.882,14.101,997.024,339.844,0.222,0.438
50.824,135.818,-4.163,0.005,4.163,0.018,-51.142,1.755e-4,51.142,180,1.972,0.018,45,-6.513e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.185e5,0,0.593,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.973,14.107,997.131,339.848,0.389,0.438
51.324,133.737,-4.162,0.001,4.162,0.295,-52.165,1.755e-4,52.165,180,2.12,0.295,45,-6.643e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.185e5,0,0.593,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.097,14.117,997.321,339.854,0.5,0.438
51.824,131.658,-4.153,0.019,4.153,0.675,-53.14,1.755e-4,53.14,180,1.782,0.675,45,-6.767e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.182e5,0,0.595,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.834,14.131,997.565,339.862,0.5,0.438
52.324,129.576,-4.176,-0.046,4.176,0.061,-54.036,1.755e-4,54.036,180,1.803,0.04,45,-6.882e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.189e5,0,0.59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.8,14.144,997.809,339.87,0.5,0.438
52.824,127.496,-4.142,0.069,4.142,0.302,-54.974,1.755e-4,54.974,180,1.949,0.294,45,-7.001e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.179e5,0,0.597,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.927,14.158,998.053,339.879,0.5,0.439
53.324,125.415,-4.183,-0.083,4.184,0.499,-56.011,1.755e-4,56.011,180,2.195,0.492,45,-7.133e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.192e5,0,0.589,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.159,14.171,998.297,339.887,0.5,0.439
53.824,123.336,-4.131,0.105,4.131,0.245,-57.136,1.755e-4,57.136,180,2.306,0.222,45,-7.276e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.177e5,0,0.599,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.289,14.185,998.541,339.895,0.5,0.439
54.128,122.082,-4.143,-0.041,4.147,1.422,-57.77,1.755e-4,57.77,180,1.875,1.421,45,-7.357e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.181e5,0,0.597,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.705,14.198,998.785,339.903,0.303,0.439
54.388,121.001,-4.164,-0.08,4.164,0.27,-58.249,1.755e-4,58.249,180,1.808,0.258,45,-7.418e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.187e5,0,0.588,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.765,14.206,998.932,339.908,0.26,0.439
54.888,118.921,-4.156,0.017,4.156,0.154,-59.134,1.755e-4,59.134,180,1.732,0.153,45,-7.531e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.184e5,0,0.594,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.743,14.213,999.059,339.912,0.5,0.439
55.269,117.34,-4.138,0.045,4.139,1.159,-59.878,1.755e-4,59.878,180,2.173,1.158,45,-7.625e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.18e5,0,0.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.22,14.227,999.303,339.92,0.381,0.439
55.533,116.246,-4.164,-0.098,4.164,0.298,-60.441,1.755e-4,60.441,180,2.099,0.282,45,-7.697e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.187e5,0,0.587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.053,14.237,999.488,339.927,0.263,0.439
56.033,114.167,-4.153,0.023,4.153,0.22,-61.518,1.755e-4,61.518,180,2.208,0.219,45,-7.834e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.184e5,0,0.594,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.192,14.244,999.616,339.931,0.5,0.439
56.458,112.402,-4.146,0.015,4.146,0.957,-62.371,1.755e-4,62.371,180,1.801,0.956,45,-7.943e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.182e5,0,0.597,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.804,14.258,999.86,339.939,0.425,0.439
56.74,111.23,-4.159,-0.044,4.16,0.551,-62.901,1.755e-4,62.901,180,1.956,0.549,45,-8.01e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.186e5,0,0.591,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.035,14.269,1000.067,339.946,0.282,0.44
57.24,109.153,-4.148,0.022,4.148,0.652,-63.961,1.755e-4,63.961,180,2.282,0.651,45,-8.145e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.183e5,0,0.595,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.232,14.277,1000.205,339.951,0.5,0.44
57.74,107.073,-4.173,-0.049,4.173,0.049,-65.102,1.755e-4,65.102,180,2.281,0.002,45,-8.291e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.19e5,0,0.59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.281,14.291,1000.448,339.959,0.5,0.44
58.24,104.997,-4.129,0.087,4.129,0.619,-66.165,1.755e-4,66.165,180,1.975,0.613,45,-8.426e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.178e5,0,0.599,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.023,14.304,1000.692,339.967,0.5,0.44
58.74,102.916,-4.195,-0.133,4.195,0.258,-67.125,1.755e-4,67.125,180,1.864,0.221,45,-8.548e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.197e5,0,0.585,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.88,14.318,1000.936,339.975,0.5,0.44
59.24,100.842,-4.102,0.188,4.102,0.424,-68.105,1.755e-4,68.105,180,2.054,0.38,45,-8.673e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.17e5,0,0.605,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.023,14.331,1001.18,339.984,0.5,0.44
59.74,98.759,-4.23,-0.256,4.23,0.348,-69.102,1.755e-4,69.102,180,1.936,0.235,45,-8.8e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.207e5,0,0.578,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.953,14.345,1001.423,339.992,0.5,0.44
60.24,96.689,-4.05,0.36,4.05,0.599,-70.13,1.755e-4,70.13,180,2.176,0.479,45,-8.931e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.156e5,0,0.615,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.136,14.358,1001.667,340,0.5,0.44
